时间,时间维度,南方电网,广东,广西,云南,海南,贵州,天生桥及龙滩,指标单位
2017-10-21,日,962228.00000000,48378.00000000,94329.00000000,610346.00000000,9359.00000000,96466.00000000,103350.00000000,MWh
2017-10-22,日,872818.00000000,47523.00000000,87422.00000000,541489.00000000,7329.00000000,85648.00000000,103407.00000000,MWh
2017-10-23,日,927993.00000000,44863.00000000,98400.00000000,591517.00000000,7319.00000000,97838.00000000,88056.00000000,MWh
2017-10-24,日,957244.00000000,46184.00000000,101409.00000000,608978.00000000,7295.00000000,88798.00000000,104580.00000000,MWh
2017-10-25,日,970556.00000000,42817.00000000,104505.00000000,619047.00000000,7546.00000000,91807.00000000,104834.00000000,MWh
2017-10-26,日,1028868.00000000,42106.00000000,95996.00000000,682639.00000000,6988.00000000,97496.00000000,103643.00000000,MWh
2017-10-27,日,1082592.00000000,43460.00000000,92051.00000000,745951.00000000,5896.00000000,90109.00000000,105125.00000000,MWh
2017-10-28,日,1089280.00000000,42065.00000000,82585.00000000,764213.00000000,6074.00000000,93279.00000000,101064.00000000,MWh
2017-10-29,日,1006598.00000000,43894.00000000,77773.00000000,711813.00000000,5765.00000000,84220.00000000,83133.00000000,MWh
2017-10-30,日,1029088.00000000,41078.00000000,82304.00000000,732651.00000000,6084.00000000,87576.00000000,79395.00000000,MWh
2017-10-31,日,1047639.00000000,37700.00000000,98518.00000000,753249.00000000,6135.00000000,79169.00000000,72868.00000000,MWh
2017-11-01,日,1074178.00000000,35095.00000000,115753.00000000,731353.00000000,6121.00000000,100941.00000000,84915.00000000,MWh
2017-11-02,日,1080749.00000000,34417.00000000,116072.00000000,739779.00000000,6442.00000000,95932.00000000,88107.00000000,MWh
2017-11-03,日,957973.00000000,34383.00000000,114415.00000000,637677.00000000,5954.00000000,79031.00000000,86513.00000000,MWh
2017-11-04,日,948443.00000000,35737.00000000,111535.00000000,614845.00000000,6378.00000000,88145.00000000,91803.00000000,MWh
2017-11-05,日,922428.00000000,31838.00000000,108776.00000000,588683.00000000,6311.00000000,95960.00000000,90860.00000000,MWh
2017-11-06,日,919420.00000000,33099.00000000,110486.00000000,622014.00000000,6524.00000000,98171.00000000,49126.00000000,MWh
2017-11-07,日,1050136.00000000,39807.00000000,103790.00000000,709477.00000000,6422.00000000,98135.00000000,92505.00000000,MWh
2017-11-08,日,1023784.00000000,41513.00000000,101235.00000000,695871.00000000,6784.00000000,87157.00000000,91224.00000000,MWh
2017-11-09,日,968407.00000000,36896.00000000,107134.00000000,654454.00000000,6517.00000000,74429.00000000,88977.00000000,MWh
2017-11-10,日,1005938.00000000,26292.00000000,104064.00000000,666760.00000000,7432.00000000,109503.00000000,91887.00000000,MWh
2017-11-11,日,943708.00000000,34964.00000000,103047.00000000,613514.00000000,8277.00000000,91942.00000000,91964.00000000,MWh
2017-11-12,日,876253.00000000,32829.00000000,101257.00000000,551704.00000000,6493.00000000,92247.00000000,91723.00000000,MWh
2017-11-13,日,958759.00000000,33930.00000000,100837.00000000,610842.00000000,5948.00000000,114996.00000000,92206.00000000,MWh
2017-11-14,日,996570.00000000,36756.00000000,94024.00000000,659228.00000000,7435.00000000,107712.00000000,91415.00000000,MWh
2017-11-15,日,927506.00000000,36720.00000000,82176.00000000,630212.00000000,8228.00000000,78758.00000000,91412.00000000,MWh
2017-11-16,日,881978.00000000,35532.00000000,74566.00000000,601298.00000000,7477.00000000,70994.00000000,92111.00000000,MWh
2017-11-17,日,910837.00000000,36940.00000000,80995.00000000,609551.00000000,7247.00000000,83857.00000000,92247.00000000,MWh
2017-11-18,日,967369.00000000,37566.00000000,80017.00000000,676348.00000000,6679.00000000,74566.00000000,92193.00000000,MWh
2017-11-19,日,899772.00000000,36446.00000000,84407.00000000,593802.00000000,6802.00000000,86245.00000000,92070.00000000,MWh
2017-11-20,日,931824.00000000,39675.00000000,88802.00000000,602712.00000000,7335.00000000,102840.00000000,90460.00000000,MWh
2017-11-21,日,961987.00000000,37576.00000000,94619.00000000,627390.00000000,7469.00000000,102778.00000000,92155.00000000,MWh
2017-11-22,日,1023306.00000000,40076.00000000,89421.00000000,691388.00000000,7302.00000000,103109.00000000,92010.00000000,MWh
2017-11-23,日,1019291.00000000,39076.00000000,92375.00000000,685052.00000000,7407.00000000,103693.00000000,91688.00000000,MWh
2017-11-24,日,1068681.00000000,40516.00000000,95812.00000000,728752.00000000,6601.00000000,104911.00000000,92089.00000000,MWh
2017-11-25,日,1030995.00000000,40226.00000000,97294.00000000,692815.00000000,7882.00000000,101298.00000000,91480.00000000,MWh
2017-11-26,日,880613.00000000,41248.00000000,86493.00000000,573563.00000000,7016.00000000,80677.00000000,91616.00000000,MWh
2017-11-27,日,810003.00000000,40187.00000000,80135.00000000,523278.00000000,7587.00000000,66821.00000000,91995.00000000,MWh
2017-11-28,日,853516.00000000,40140.00000000,93995.00000000,533311.00000000,6799.00000000,88688.00000000,90583.00000000,MWh
2017-11-29,日,854846.00000000,39262.00000000,92052.00000000,544013.00000000,6407.00000000,82627.00000000,90485.00000000,MWh
2017-11-30,日,891492.00000000,38797.00000000,84707.00000000,578328.00000000,6633.00000000,91691.00000000,91336.00000000,MWh
2017-12-01,日,806737.00000000,37583.00000000,92287.00000000,504981.00000000,6596.00000000,88464.00000000,76826.00000000,MWh
2017-12-02,日,829602.00000000,37104.00000000,100382.00000000,505350.00000000,5801.00000000,98207.00000000,82758.00000000,MWh
2017-12-03,日,847567.00000000,37744.00000000,99282.00000000,523190.00000000,5364.00000000,98440.00000000,83547.00000000,MWh
2017-12-04,日,854928.00000000,36177.00000000,99092.00000000,547578.00000000,5936.00000000,89057.00000000,77088.00000000,MWh
2017-12-05,日,825992.00000000,33820.00000000,95668.00000000,530371.00000000,5335.00000000,84332.00000000,76466.00000000,MWh
2017-12-06,日,756473.00000000,33878.00000000,91938.00000000,442583.00000000,5104.00000000,95966.00000000,87004.00000000,MWh
2017-12-07,日,792857.00000000,34004.00000000,90276.00000000,481513.00000000,5287.00000000,94287.00000000,87490.00000000,MWh
2017-12-10,日,764597.00000000,32618.00000000,100107.00000000,454928.00000000,4705.00000000,91221.00000000,81018.00000000,MWh
2017-12-11,日,837623.00000000,32372.00000000,93512.00000000,424179.00000000,5560.00000000,89190.00000000,88097.00000000,MWh
2017-12-12,日,716514.00000000,32197.00000000,97218.00000000,395137.00000000,5618.00000000,95693.00000000,90651.00000000,MWh
2017-12-13,日,734905.00000000,33052.00000000,96482.00000000,393074.00000000,5167.00000000,107783.00000000,99347.00000000,MWh
2017-12-14,日,793344.00000000,34188.00000000,98288.00000000,446437.00000000,5033.00000000,110161.00000000,99237.00000000,MWh
2017-12-15,日,841002.00000000,34307.00000000,97636.00000000,491648.00000000,5591.00000000,112530.00000000,99290.00000000,MWh
2017-12-16,日,850466.00000000,33937.00000000,96990.00000000,522210.00000000,5917.00000000,106773.00000000,84639.00000000,MWh
2017-12-17,日,831151.00000000,33437.00000000,98167.00000000,481380.00000000,5695.00000000,126423.00000000,86049.00000000,MWh
2017-12-18,日,927952.00000000,34089.00000000,97312.00000000,555113.00000000,6082.00000000,146643.00000000,88713.00000000,MWh
2017-12-19,日,906308.00000000,33928.00000000,96622.00000000,567585.00000000,4612.00000000,113345.00000000,90216.00000000,MWh
2017-12-20,日,855262.00000000,34424.00000000,94568.00000000,529963.00000000,3978.00000000,102901.00000000,89428.00000000,MWh
2017-12-21,日,878593.00000000,32763.00000000,92055.00000000,569661.00000000,3828.00000000,89290.00000000,90996.00000000,MWh
2017-12-22,日,764921.00000000,31366.00000000,93496.00000000,453315.00000000,4206.00000000,91953.00000000,90585.00000000,MWh
2017-12-23,日,811751.00000000,29122.00000000,87937.00000000,483544.00000000,4363.00000000,116128.00000000,90657.00000000,MWh
2017-12-24,日,795903.00000000,31297.00000000,72632.00000000,497489.00000000,3654.00000000,100317.00000000,90514.00000000,MWh
2017-12-25,日,798784.00000000,31334.00000000,79449.00000000,500537.00000000,4435.00000000,87504.00000000,95525.00000000,MWh
2017-12-26,日,836991.00000000,31215.00000000,86504.00000000,516117.00000000,3662.00000000,109551.00000000,89942.00000000,MWh
2017-12-27,日,837764.00000000,31084.00000000,86998.00000000,530034.00000000,3937.00000000,95746.00000000,89965.00000000,MWh
2017-12-28,日,793584.00000000,30605.00000000,91253.00000000,488797.00000000,4241.00000000,83916.00000000,94772.00000000,MWh
2017-12-29,日,779659.00000000,29278.00000000,89211.00000000,457940.00000000,4583.00000000,103376.00000000,95271.00000000,MWh
2017-12-30,日,811602.00000000,29739.00000000,93335.00000000,487160.00000000,3553.00000000,107938.00000000,89877.00000000,MWh
2017-12-31,日,712035.00000000,26721.00000000,88056.00000000,406884.00000000,3836.00000000,96687.00000000,89851.00000000,MWh
2018-01-01,日,636890.00000000,26637.00000000,93666.00000000,346311.00000000,4392.00000000,95005.00000000,70879.00000000,MWh
2018-01-02,日,763565.00000000,25827.00000000,86797.00000000,455579.00000000,4826.00000000,107733.00000000,82803.00000000,MWh
2018-01-03,日,822789.00000000,26890.00000000,84186.00000000,501397.00000000,6610.00000000,118130.00000000,85576.00000000,MWh
2018-01-04,日,789783.00000000,28603.00000000,88390.00000000,471955.00000000,5659.00000000,109356.00000000,85820.00000000,MWh
2018-01-05,日,779893.00000000,30533.00000000,90985.00000000,454189.00000000,6922.00000000,102252.00000000,95012.00000000,MWh
2018-01-06,日,737812.00000000,37460.00000000,88550.00000000,420342.00000000,4673.00000000,92035.00000000,94752.00000000,MWh
2018-01-07,日,757735.00000000,65723.00000000,83730.00000000,400063.00000000,4997.00000000,112194.00000000,91028.00000000,MWh
2018-01-08,日,901009.00000000,83854.00000000,97889.00000000,499644.00000000,7137.00000000,134254.00000000,78231.00000000,MWh
2018-01-09,日,915258.00000000,95123.00000000,95683.00000000,506214.00000000,7376.00000000,130334.00000000,80528.00000000,MWh
2018-01-10,日,971094.00000000,79125.00000000,99307.00000000,585311.00000000,6758.00000000,121326.00000000,79267.00000000,MWh
2018-01-11,日,931248.00000000,68913.00000000,91636.00000000,567632.00000000,6575.00000000,126645.00000000,69847.00000000,MWh
2018-01-12,日,919339.00000000,59786.00000000,98593.00000000,558750.00000000,6661.00000000,110142.00000000,85407.00000000,MWh
2018-01-13,日,871593.00000000,52305.00000000,103663.00000000,517668.00000000,6382.00000000,106862.00000000,84713.00000000,MWh
2018-01-14,日,823576.00000000,49191.00000000,106197.00000000,476051.00000000,6761.00000000,101455.00000000,83921.00000000,MWh
2018-01-15,日,793612.00000000,44582.00000000,99648.00000000,464665.00000000,6479.00000000,92427.00000000,85811.00000000,MWh
2018-01-16,日,860654.00000000,43460.00000000,98220.00000000,528220.00000000,6774.00000000,100114.00000000,83866.00000000,MWh
2018-01-17,日,780128.00000000,40579.00000000,96481.00000000,478478.00000000,6815.00000000,74189.00000000,83586.00000000,MWh
2018-01-18,日,799364.00000000,38122.00000000,95008.00000000,474401.00000000,6368.00000000,106965.00000000,78500.00000000,MWh
2018-01-19,日,809593.00000000,36852.00000000,93438.00000000,493631.00000000,6942.00000000,101281.00000000,77449.00000000,MWh
2018-01-20,日,734292.00000000,35910.00000000,93928.00000000,414194.00000000,6360.00000000,106458.00000000,77442.00000000,MWh
2018-01-21,日,748383.00000000,36561.00000000,92533.00000000,444163.00000000,6337.00000000,93332.00000000,75457.00000000,MWh
2018-01-22,日,777636.00000000,36697.00000000,87581.00000000,476293.00000000,6731.00000000,85372.00000000,84962.00000000,MWh
2018-01-23,日,703417.00000000,36069.00000000,88886.00000000,423706.00000000,6235.00000000,69908.00000000,78613.00000000,MWh
2018-01-24,日,642076.00000000,34451.00000000,88258.00000000,376919.00000000,6940.00000000,57838.00000000,77670.00000000,MWh
2018-01-25,日,684635.00000000,36123.00000000,88960.00000000,391500.00000000,6588.00000000,82835.00000000,78629.00000000,MWh
2018-01-26,日,691207.00000000,36762.00000000,94824.00000000,389850.00000000,6435.00000000,83348.00000000,79988.00000000,MWh
2018-01-27,日,672048.00000000,36738.00000000,92942.00000000,368128.00000000,6057.00000000,79569.00000000,88614.00000000,MWh
2018-01-28,日,694236.00000000,36586.00000000,95732.00000000,376388.00000000,6182.00000000,99742.00000000,79606.00000000,MWh
2018-01-29,日,784820.00000000,39630.00000000,102537.00000000,441060.00000000,6442.00000000,109394.00000000,85757.00000000,MWh
2018-01-30,日,777216.00000000,39055.00000000,100730.00000000,431103.00000000,6291.00000000,104374.00000000,95663.00000000,MWh
2018-01-31,日,853106.00000000,40688.00000000,94997.00000000,520575.00000000,6095.00000000,94333.00000000,96418.00000000,MWh
2018-02-01,日,770822.00000000,39696.00000000,88235.00000000,433290.00000000,5699.00000000,108720.00000000,95182.00000000,MWh
2018-02-02,日,818779.00000000,36738.00000000,90982.00000000,488404.00000000,5530.00000000,102297.00000000,94828.00000000,MWh
2018-02-03,日,762331.00000000,36059.00000000,90882.00000000,444336.00000000,5513.00000000,104420.00000000,81121.00000000,MWh
2018-02-04,日,727159.00000000,36177.00000000,92757.00000000,396499.00000000,5738.00000000,115474.00000000,80514.00000000,MWh
2018-02-05,日,773765.00000000,35320.00000000,94723.00000000,447606.00000000,5402.00000000,106973.00000000,83741.00000000,MWh
2018-02-06,日,747847.00000000,34406.00000000,95009.00000000,421571.00000000,3709.00000000,108538.00000000,84614.00000000,MWh
2018-02-07,日,701575.00000000,33188.00000000,93338.00000000,377559.00000000,3621.00000000,109291.00000000,84578.00000000,MWh
2018-02-08,日,621152.00000000,33853.00000000,81235.00000000,318131.00000000,3816.00000000,104225.00000000,79892.00000000,MWh
2018-02-09,日,616868.00000000,31199.00000000,85642.00000000,308197.00000000,3252.00000000,108345.00000000,80233.00000000,MWh
2018-02-10,日,596047.00000000,30376.00000000,92340.00000000,296058.00000000,2836.00000000,102302.00000000,72135.00000000,MWh
2018-02-11,日,615481.00000000,31235.00000000,87100.00000000,318360.00000000,3334.00000000,98110.00000000,77342.00000000,MWh
2018-02-12,日,612009.00000000,32201.00000000,87854.00000000,323696.00000000,4069.00000000,95773.00000000,68416.00000000,MWh
2018-02-13,日,497909.00000000,31712.00000000,83893.00000000,257904.00000000,3205.00000000,60930.00000000,60265.00000000,MWh
2018-02-14,日,454050.00000000,30488.00000000,61584.00000000,266229.00000000,2988.00000000,46804.00000000,45957.00000000,MWh
2018-02-15,日,460142.00000000,26862.00000000,59510.00000000,274653.00000000,3215.00000000,61091.00000000,34811.00000000,MWh
2018-02-16,日,458507.00000000,26416.00000000,54068.00000000,306478.00000000,3008.00000000,33949.00000000,34588.00000000,MWh
2018-02-17,日,389451.00000000,26619.00000000,58092.00000000,240574.00000000,2926.00000000,26765.00000000,34475.00000000,MWh
2018-02-18,日,385598.00000000,27073.00000000,54502.00000000,237738.00000000,2682.00000000,28213.00000000,35390.00000000,MWh
2018-02-19,日,403615.00000000,26663.00000000,53518.00000000,247636.00000000,2864.00000000,36891.00000000,36043.00000000,MWh
2018-02-20,日,422587.00000000,26270.00000000,57146.00000000,253167.00000000,3578.00000000,35959.00000000,46467.00000000,MWh
2018-02-21,日,489055.00000000,25813.00000000,63832.00000000,290561.00000000,3489.00000000,55575.00000000,49785.00000000,MWh
2018-02-22,日,593232.00000000,29030.00000000,79731.00000000,348687.00000000,2929.00000000,73656.00000000,59199.00000000,MWh
2018-02-23,日,542970.00000000,29324.00000000,81467.00000000,311011.00000000,2994.00000000,51598.00000000,66576.00000000,MWh
2018-02-24,日,585334.00000000,31172.00000000,70857.00000000,356022.00000000,2861.00000000,51159.00000000,73263.00000000,MWh
2018-02-25,日,632497.00000000,37330.00000000,63060.00000000,412367.00000000,3001.00000000,42941.00000000,73798.00000000,MWh
2018-02-26,日,596421.00000000,37000.00000000,75077.00000000,364963.00000000,2886.00000000,42690.00000000,73805.00000000,MWh
2018-02-27,日,595134.00000000,35370.00000000,70895.00000000,367745.00000000,3222.00000000,41438.00000000,76464.00000000,MWh
2018-02-28,日,634130.00000000,39821.00000000,76543.00000000,402748.00000000,3189.00000000,35508.00000000,76321.00000000,MWh
2018-03-01,日,577082.00000000,40172.00000000,75995.00000000,334134.00000000,3461.00000000,47137.00000000,76183.00000000,MWh
2018-03-02,日,553925.00000000,35820.00000000,82184.00000000,320887.00000000,3070.00000000,36539.00000000,75425.00000000,MWh
2018-03-03,日,543546.00000000,35390.00000000,75134.00000000,316515.00000000,2762.00000000,38291.00000000,75454.00000000,MWh
2018-03-04,日,536637.00000000,37353.00000000,75391.00000000,303803.00000000,3085.00000000,42086.00000000,74919.00000000,MWh
2018-03-05,日,635353.00000000,41298.00000000,77663.00000000,378299.00000000,2731.00000000,52842.00000000,82520.00000000,MWh
2018-03-06,日,647939.00000000,40512.00000000,77884.00000000,366022.00000000,3117.00000000,74357.00000000,86047.00000000,MWh
2018-03-07,日,724767.00000000,43099.00000000,86815.00000000,429186.00000000,2535.00000000,80238.00000000,82894.00000000,MWh
2018-03-08,日,785672.00000000,51719.00000000,84902.00000000,487569.00000000,3050.00000000,75426.00000000,83006.00000000,MWh
2018-03-09,日,801953.00000000,46508.00000000,88858.00000000,482360.00000000,3457.00000000,97515.00000000,83255.00000000,MWh
2018-03-10,日,705060.00000000,41807.00000000,96340.00000000,407001.00000000,3019.00000000,81808.00000000,75085.00000000,MWh
2018-03-11,日,701621.00000000,39101.00000000,86457.00000000,396871.00000000,2761.00000000,101586.00000000,74845.00000000,MWh
2018-03-12,日,689497.00000000,38069.00000000,87075.00000000,393303.00000000,2593.00000000,94186.00000000,74271.00000000,MWh
2018-03-13,日,658494.00000000,36799.00000000,81484.00000000,369126.00000000,2391.00000000,92757.00000000,75937.00000000,MWh
2018-03-14,日,667846.00000000,36725.00000000,74875.00000000,388356.00000000,2382.00000000,92156.00000000,73352.00000000,MWh
2018-03-15,日,773860.00000000,44952.00000000,81297.00000000,468369.00000000,2642.00000000,102700.00000000,73900.00000000,MWh
2018-03-16,日,747017.00000000,42745.00000000,93170.00000000,435538.00000000,2363.00000000,99520.00000000,73681.00000000,MWh
2018-03-17,日,692852.00000000,49501.00000000,89445.00000000,396037.00000000,2719.00000000,81513.00000000,73637.00000000,MWh
2018-03-18,日,666457.00000000,51548.00000000,94484.00000000,363040.00000000,2852.00000000,91530.00000000,63003.00000000,MWh
2018-03-19,日,781114.00000000,56497.00000000,95775.00000000,465593.00000000,2833.00000000,97245.00000000,63171.00000000,MWh
2018-03-20,日,822626.00000000,64661.00000000,84692.00000000,491029.00000000,3493.00000000,112327.00000000,66424.00000000,MWh
2018-03-21,日,843054.00000000,59657.00000000,87657.00000000,515202.00000000,3060.00000000,104650.00000000,72828.00000000,MWh
2018-03-22,日,842004.00000000,50725.00000000,96642.00000000,517775.00000000,2681.00000000,99733.00000000,74448.00000000,MWh
2018-03-23,日,751888.00000000,45044.00000000,97880.00000000,438561.00000000,2902.00000000,92203.00000000,75298.00000000,MWh
2018-03-24,日,687389.00000000,41886.00000000,85901.00000000,407483.00000000,3325.00000000,74385.00000000,74409.00000000,MWh
2018-03-25,日,704829.00000000,42927.00000000,95287.00000000,409540.00000000,3344.00000000,80445.00000000,73286.00000000,MWh
2018-03-26,日,752219.00000000,41989.00000000,101294.00000000,445198.00000000,3042.00000000,86263.00000000,74433.00000000,MWh
2018-03-27,日,832402.00000000,40330.00000000,100911.00000000,525747.00000000,3244.00000000,90132.00000000,72038.00000000,MWh
2018-03-28,日,821212.00000000,39963.00000000,98397.00000000,523439.00000000,3359.00000000,83711.00000000,72343.00000000,MWh
2018-03-29,日,803177.00000000,39231.00000000,101615.00000000,510690.00000000,3217.00000000,79241.00000000,69183.00000000,MWh
2018-03-30,日,803463.00000000,40984.00000000,100997.00000000,504439.00000000,3261.00000000,84529.00000000,69253.00000000,MWh
2018-03-31,日,797711.00000000,41216.00000000,94479.00000000,507700.00000000,3354.00000000,80752.00000000,70210.00000000,MWh
2018-04-01,日,753272.00000000,35253.00000000,90248.00000000,440630.00000000,2939.00000000,116762.00000000,67440.00000000,MWh
2018-04-02,日,732441.00000000,32327.00000000,96378.00000000,424106.00000000,2946.00000000,112190.00000000,64494.00000000,MWh
2018-04-03,日,784138.00000000,31569.00000000,94471.00000000,460614.00000000,2918.00000000,131864.00000000,62702.00000000,MWh
2018-04-04,日,743190.00000000,31775.00000000,92014.00000000,432334.00000000,3106.00000000,120240.00000000,63721.00000000,MWh
2018-04-05,日,574587.00000000,30582.00000000,82541.00000000,308186.00000000,3308.00000000,97582.00000000,52388.00000000,MWh
2018-04-06,日,681508.00000000,29431.00000000,82310.00000000,414812.00000000,3275.00000000,106459.00000000,45221.00000000,MWh
2018-04-07,日,764400.00000000,28596.00000000,99867.00000000,455280.00000000,3913.00000000,119949.00000000,56795.00000000,MWh
2018-04-08,日,749748.00000000,28872.00000000,92036.00000000,445779.00000000,3522.00000000,118547.00000000,60992.00000000,MWh
2018-04-09,日,708571.00000000,26896.00000000,95945.00000000,401326.00000000,3147.00000000,114751.00000000,66506.00000000,MWh
2018-04-10,日,700556.00000000,27530.00000000,95798.00000000,371082.00000000,3221.00000000,131347.00000000,71578.00000000,MWh
2018-04-11,日,727409.00000000,28825.00000000,97130.00000000,389355.00000000,3302.00000000,133937.00000000,74860.00000000,MWh
2018-04-12,日,705634.00000000,28692.00000000,90191.00000000,387122.00000000,3306.00000000,122226.00000000,74097.00000000,MWh
2018-04-13,日,722023.00000000,30459.00000000,98541.00000000,391751.00000000,2909.00000000,124005.00000000,74358.00000000,MWh
2018-04-14,日,748242.00000000,39887.00000000,95856.00000000,408086.00000000,2711.00000000,130635.00000000,71067.00000000,MWh
2018-04-15,日,773808.00000000,49513.00000000,89145.00000000,424270.00000000,2563.00000000,139411.00000000,68906.00000000,MWh
2018-04-16,日,801179.00000000,43940.00000000,100210.00000000,429242.00000000,2584.00000000,151134.00000000,74069.00000000,MWh
2018-04-17,日,805601.00000000,36220.00000000,99313.00000000,442467.00000000,2753.00000000,147849.00000000,76999.00000000,MWh
2018-04-18,日,869429.00000000,33165.00000000,103939.00000000,511923.00000000,3252.00000000,145264.00000000,71886.00000000,MWh
2018-04-19,日,823630.00000000,30308.00000000,105411.00000000,468927.00000000,2740.00000000,146480.00000000,69764.00000000,MWh
2018-04-20,日,813863.00000000,33443.00000000,107183.00000000,437816.00000000,3589.00000000,163262.00000000,68570.00000000,MWh
2018-04-21,日,805964.00000000,39601.00000000,101932.00000000,440501.00000000,3177.00000000,159209.00000000,61544.00000000,MWh
2018-04-22,日,764100.00000000,38234.00000000,92588.00000000,404624.00000000,3657.00000000,161330.00000000,63667.00000000,MWh
2018-04-23,日,844601.00000000,40070.00000000,95391.00000000,467265.00000000,4108.00000000,167534.00000000,70233.00000000,MWh
2018-04-24,日,854135.00000000,46523.00000000,86188.00000000,484547.00000000,4973.00000000,169321.00000000,62583.00000000,MWh
2018-04-25,日,830035.00000000,45071.00000000,93112.00000000,448745.00000000,4166.00000000,174706.00000000,64235.00000000,MWh
2018-04-26,日,830073.00000000,42249.00000000,100618.00000000,451485.00000000,3641.00000000,164527.00000000,67553.00000000,MWh
2018-04-27,日,828331.00000000,45593.00000000,96505.00000000,463172.00000000,3056.00000000,149227.00000000,70778.00000000,MWh
2018-04-28,日,799544.00000000,39027.00000000,107721.00000000,454661.00000000,2884.00000000,124495.00000000,70756.00000000,MWh
2018-04-29,日,765692.00000000,42606.00000000,95182.00000000,449798.00000000,3223.00000000,114682.00000000,60201.00000000,MWh
2018-04-30,日,732466.00000000,50711.00000000,95001.00000000,409868.00000000,2958.00000000,113834.00000000,60094.00000000,MWh
2018-05-01,日,722891.00000000,57379.00000000,93259.00000000,411176.00000000,3820.00000000,114541.00000000,42716.00000000,MWh
2018-05-02,日,819184.00000000,56315.00000000,99561.00000000,466270.00000000,3987.00000000,137680.00000000,55371.00000000,MWh
2018-05-03,日,892607.00000000,55326.00000000,97669.00000000,501209.00000000,3385.00000000,172093.00000000,62925.00000000,MWh
2018-05-04,日,820664.00000000,54437.00000000,99739.00000000,441655.00000000,3526.00000000,158068.00000000,63239.00000000,MWh
2018-05-05,日,747598.00000000,53183.00000000,104126.00000000,380626.00000000,4549.00000000,142608.00000000,62506.00000000,MWh
2018-05-06,日,756550.00000000,51824.00000000,108761.00000000,363212.00000000,4175.00000000,160337.00000000,68241.00000000,MWh
2018-05-07,日,896573.00000000,61788.00000000,122967.00000000,449380.00000000,6136.00000000,172374.00000000,83928.00000000,MWh
2018-05-08,日,942686.00000000,74706.00000000,123179.00000000,484033.00000000,5078.00000000,173145.00000000,82545.00000000,MWh
2018-05-09,日,910109.00000000,72777.00000000,122742.00000000,462120.00000000,4826.00000000,163601.00000000,84043.00000000,MWh
2018-05-10,日,874655.00000000,85757.00000000,119332.00000000,429338.00000000,3848.00000000,154017.00000000,82363.00000000,MWh
2018-05-11,日,907318.00000000,89046.00000000,121048.00000000,444791.00000000,4352.00000000,163307.00000000,84774.00000000,MWh
2018-05-12,日,939717.00000000,82331.00000000,128343.00000000,483289.00000000,4074.00000000,159455.00000000,82225.00000000,MWh
2018-05-13,日,945662.00000000,75549.00000000,128461.00000000,485883.00000000,3703.00000000,169033.00000000,83033.00000000,MWh
2018-05-14,日,834749.00000000,68208.00000000,131336.00000000,395846.00000000,4867.00000000,148355.00000000,86137.00000000,MWh
2018-05-15,日,885003.00000000,62607.00000000,132416.00000000,431508.00000000,5652.00000000,167273.00000000,85547.00000000,MWh
2018-05-16,日,941587.00000000,56111.00000000,133247.00000000,487932.00000000,4989.00000000,172056.00000000,87252.00000000,MWh
2018-05-17,日,975517.00000000,54688.00000000,134124.00000000,522267.00000000,5513.00000000,171917.00000000,87008.00000000,MWh
2018-05-18,日,983778.00000000,49359.00000000,130687.00000000,538099.00000000,5503.00000000,167895.00000000,92235.00000000,MWh
2018-05-19,日,975059.00000000,45703.00000000,135873.00000000,535894.00000000,4978.00000000,158026.00000000,94585.00000000,MWh
2018-05-20,日,917836.00000000,43066.00000000,125209.00000000,497519.00000000,4472.00000000,146418.00000000,101152.00000000,MWh
2018-05-21,日,988559.00000000,42620.00000000,120463.00000000,536698.00000000,6084.00000000,182921.00000000,99773.00000000,MWh
2018-05-22,日,1024367.00000000,42046.00000000,128352.00000000,560155.00000000,5924.00000000,185898.00000000,101992.00000000,MWh
2018-05-23,日,1005643.00000000,39589.00000000,127526.00000000,538878.00000000,5901.00000000,190246.00000000,103503.00000000,MWh
2018-05-24,日,905535.00000000,37103.00000000,123190.00000000,480988.00000000,6044.00000000,155526.00000000,102684.00000000,MWh
2018-05-25,日,918422.00000000,38769.00000000,117430.00000000,483772.00000000,6059.00000000,169931.00000000,102461.00000000,MWh
2018-05-26,日,962248.00000000,36137.00000000,121456.00000000,555459.00000000,5870.00000000,148077.00000000,95249.00000000,MWh
2018-05-27,日,919068.00000000,38583.00000000,122005.00000000,540247.00000000,5772.00000000,120243.00000000,92218.00000000,MWh
2018-05-28,日,980256.00000000,41158.00000000,132185.00000000,567455.00000000,5706.00000000,145467.00000000,88285.00000000,MWh
2018-05-29,日,1002341.00000000,38971.00000000,120065.00000000,594869.00000000,5673.00000000,155000.00000000,87763.00000000,MWh
2018-05-30,日,978236.00000000,39266.00000000,109396.00000000,581582.00000000,5938.00000000,155327.00000000,86727.00000000,MWh
2018-05-31,日,1007664.00000000,36446.00000000,110331.00000000,613618.00000000,6172.00000000,154284.00000000,86813.00000000,MWh
2018-06-01,日,1031421.00000000,35335.00000000,125611.00000000,619358.00000000,4707.00000000,160411.00000000,85999.00000000,MWh
2018-06-02,日,1024435.00000000,40190.00000000,138576.00000000,584302.00000000,5619.00000000,175959.00000000,79789.00000000,MWh
2018-06-03,日,981382.00000000,43364.00000000,135366.00000000,523015.00000000,5609.00000000,202806.00000000,71222.00000000,MWh
